engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos
nano,kv_cache,p1,2,128,43.7980294296875,43.7732215,73.223944,74.3761108,27.748985567980064,2.178939666727726
nano,kv_cache,p1,2,256,44.942919263671875,44.1975365,74.2821973,75.70794834,26.689013879218795,4.76367225502409
nano,kv_cache,p1,2,512,18.74911186328125,19.101318499999998,22.041444499999997,22.966744679999998,2.060925560638032,4.681379467847701
nano,kv_cache,p1,2,1024,21.060096388671877,20.949826,26.0705617,27.01794907,3.2003739609976734,10.28692237623061
nano,kv_cache,p1,4,128,43.27911986328125,42.715377000000004,70.89461575,71.81220454999999,26.313967139607612,2.311246683940717
nano,kv_cache,p1,4,256,44.65611102929687,43.6441175,75.8079513,77.75890050999999,28.014407252053523,5.022178286518683
nano,kv_cache,p1,4,512,19.17544093359375,19.5343575,22.3076766,22.87421677,2.176953337537395,6.491060415788327
nano,kv_cache,p1,4,1024,21.8606610234375,21.657166500000002,27.47996835,28.25826085,2.925716013461245,9.254648432770189
nano,kv_cache,p1,6,128,43.8176476953125,43.270647999999994,71.293418,72.68890049999999,25.758081289729144,3.0035757696392915
nano,kv_cache,p1,6,256,44.38795005078125,42.9078365,75.33940015,76.41887967999999,26.997984871526985,6.657169383199851
nano,kv_cache,p1,6,512,18.708932724609376,18.9570415,21.61627965,22.548982679999998,1.9439998043724556,5.426085278287055
nano,kv_cache,p1,6,1024,19.428432686523436,18.528817,24.32650925,25.099015339999998,3.049355542060854,10.16872530797511
nano,kv_cache,p1_L1152,15,512,192.62861182617186,192.5972085,202.60165924999998,205.21026697,6.101934852929972,20.074198770098697
nano,kv_cache,p1_L1152,15,2048,40.828456979980466,41.5457385,53.74876335,54.75495712,9.251869524244222,31.677296837448786
nano,kv_cache,p1_L768,3,512,172.7746934375,173.34643,184.23827145,187.87766744,7.435088835417211,23.94323197175588
nano,kv_cache,p1_L768,3,2048,35.006789962402344,34.9903275,49.708315549999995,51.53267909,9.124386388910095,31.086879289414696
nano,kv_cache,p2,8,128,43.4225011640625,42.83319350000001,71.0049655,72.40030915,26.00103756340252,2.2481348372093466
nano,kv_cache,p2,8,256,43.2598868203125,41.876431999999994,73.8854281,75.79206858,26.72392907653197,6.730526988235337
nano,kv_cache,p2,8,512,19.219057919921877,19.4494715,21.531907450000002,21.996817410000002,1.5932014733700308,4.4510430876506355
nano,kv_cache,p2,8,1024,20.950832318359375,20.945634,25.55428485,26.40647327,2.8090291967870504,8.838128946713404
nano,kv_cache,p2,10,128,43.50410067578125,43.087541,71.635017,72.82169515,26.295043596658935,2.873370322468441
nano,kv_cache,p2,10,256,44.83947717773437,44.3164125,75.2296187,76.51816929,27.72815446951713,6.242456589013527
nano,kv_cache,p2,10,512,18.17615502734375,18.10668,21.5491143,22.171973,1.98455930942124,6.188986703379457
nano,kv_cache,p2,10,1024,20.0506921484375,19.7035945,24.78568075,26.14433422,2.770572227056719,8.869982609804746
nano,kv_cache,p2,12,128,43.5931525703125,43.517849999999996,72.27341974999999,73.57388159999998,27.417935405683377,0.7488079915766486
nano,kv_cache,p2,12,256,44.77483201757813,44.44913700000001,75.83910589999999,77.20362118,27.625297665455793,5.071222326527826
nano,kv_cache,p2,12,512,18.990085396484375,19.2587635,21.6573401,22.387296879999997,2.0741145481726675,5.169248930019107
nano,kv_cache,p2,12,1024,21.781170498046876,21.769244,26.53990585,27.420183249999997,2.807966870056395,9.047367741191621
nano,kv_cache,p2_L1152,19,512,193.73828795703125,193.18057399999998,202.82307575,204.68715134,5.680606008592775,18.54228315400376
nano,kv_cache,p2_L1152,19,2048,40.43025831591797,38.8527605,55.2291489,56.941953319999996,9.228586688128159,31.513730259263102
nano,kv_cache,p2_L768,7,512,171.51117138867187,172.8993805,182.2715637,183.75248798,7.390586630797841,24.653880609629105
nano,kv_cache,p2_L768,7,2048,34.91378074707031,35.593955,48.6688302,49.69049108,8.937818067560507,30.61053412978892
nano,kv_cache,p3,14,128,42.492494265625,43.385307,70.37677599999999,71.26160945,26.249202892436646,2.395946639443361
nano,kv_cache,p3,14,256,44.504750027343746,43.632217000000004,73.48954535,75.28174423,26.49375293570992,5.3899541341268185
nano,kv_cache,p3,14,512,19.2755971875,19.044120999999997,22.28938195,22.98516719,1.8941026158232144,5.190982581064534
nano,kv_cache,p3,14,1024,21.05955815625,20.934092,25.98004205,27.89811682,2.7606551859114288,8.77119270372077
nano,kv_cache,p3,16,128,43.5798870625,43.873458,73.28538875000001,75.0243322,27.747648785084973,1.80826464054205
nano,kv_cache,p3,16,256,44.82382155859375,43.4111475,76.3026249,77.44645634,27.840983083279742,5.702489152849633
nano,kv_cache,p3,16,512,19.151638484375,19.450581,21.1584432,22.089954679999995,1.4829938967720189,4.449840295716459
nano,kv_cache,p3,16,1024,20.880004232421875,19.8021295,26.539646949999998,27.575342489999997,3.4226765447678242,11.158773323808022
nano,kv_cache,p3,18,128,43.5063917734375,43.621508,72.68961875,74.11785069999999,27.75071330391992,1.0318921461270922
nano,kv_cache,p3,18,256,45.279001296875,43.5909175,77.93872139999999,88.56436586000001,28.50974808621453,8.333637506065473
nano,kv_cache,p3,18,512,18.858967828125,19.101559,21.3218525,21.949250029999998,1.7348228699824109,5.178104596468354
nano,kv_cache,p3,18,1024,21.353449856445312,20.338557,26.579291249999997,27.3760094,3.119155430347376,9.912348299291901
nano,kv_cache,p3_L1152,23,512,187.58550225195313,187.349728,197.8177654,200.6541439,6.692985514987066,21.898878412400858
nano,kv_cache,p3_L1152,23,2048,40.99718104394531,41.1179695,55.025578949999996,56.72736021,9.266203886757985,31.798031922080007
nano,kv_cache,p3_L768,11,512,173.35477941601562,173.9809105,183.0850385,185.06056987,6.996684973755691,23.452863215550405
nano,kv_cache,p3_L768,11,2048,34.34929402880859,34.510641500000006,48.654148199999995,50.59940191,9.186545621761798,31.414296201612025
nano,no_cache,p1,1,128,208.50062246875,191.3329345,340.58025425,355.7023511999998,106.25781518418738,38.51384260465131
nano,no_cache,p1,1,256,261.2399250214844,215.7831615,542.1779412,569.92852536,160.4788139421769,197.21066756195944
nano,no_cache,p1,1,512,154.71220745507813,157.372119,220.61527435,228.93826061,40.01486939250992,137.55363520167995
nano,no_cache,p1,1,1024,248.15658915234374,235.137946,431.51069644999995,452.34918882,106.7107437447641,366.60284161596445
nano,no_cache,p1,3,128,207.0858920703125,195.4053995,336.5705385,367.57651285,106.15796898134603,42.88328298626641
nano,no_cache,p1,3,256,259.7291483007813,209.66495,545.6303091999999,566.1423426599999,158.93941327796904,193.4368297381554
nano,no_cache,p1,3,512,156.57538720507813,155.8791315,223.85803314999998,231.02332964,42.56037452263671,145.9013976241288
nano,no_cache,p1,3,1024,246.96972929785156,234.6026665,430.40676425,449.4964352,108.09725071319409,371.0956272846349
nano,no_cache,p1,5,128,205.956412515625,193.888701,337.36318625,354.86643474999994,105.34710211648999,42.56487224537635
nano,no_cache,p1,5,256,258.9955390371094,221.85109599999998,520.6421940500001,573.2095087099998,156.7565126707285,189.5710096059054
nano,no_cache,p1,5,512,156.94355102734374,156.841975,222.90129664999998,229.02852498,41.52754665061567,142.64917804163383
nano,no_cache,p1,5,1024,248.0064229375,232.18348500000002,432.7198683499999,452.76462165000004,108.4246969333511,372.5602049054116
nano,no_cache,p1_L1152,13,512,2435.6419694707033,2509.938142,2806.5098543999998,2878.2364630499997,277.5235862739202,886.0390016320032
nano,no_cache,p1_L1152,13,2048,1123.801774686035,1001.64888,2179.206233,2267.50468843,590.1669040912377,2010.7184571723071
nano,no_cache,p1_L768,1,512,1647.68721559375,1647.5664785,2157.75701775,2214.73595596,322.094175135126,1082.2921008527248
nano,no_cache,p1_L768,1,2048,813.6227891679688,693.441681,1648.2878705,1718.55439061,452.15227742491885,1522.6835493925773
nano,no_cache,p2,7,128,205.33108943359375,197.448707,333.4140105,338.2323678,104.42520249556664,45.10021810785578
nano,no_cache,p2,7,256,258.10581478125,215.06147199999998,538.77776655,565.2036234399999,155.3841678807486,183.6118647356376
nano,no_cache,p2,7,512,155.42716157617187,152.79549500000002,221.96409475000002,228.12012296,41.81043310256263,144.0199494255502
nano,no_cache,p2,7,1024,247.89349186035156,236.1983035,431.82076244999996,454.23137887999997,106.99077498137422,367.1915702327385
nano,no_cache,p2,9,128,206.63024825390625,188.793832,334.59409500000004,338.89463094999996,104.85905977821771,37.151866853506775
nano,no_cache,p2,9,256,259.73974490820314,217.83077600000001,538.27446225,586.8351096999997,159.9386759418886,198.76779810890372
nano,no_cache,p2,9,512,155.5833255019531,151.88061299999998,222.76080209999998,229.94608273999998,41.21780822138772,140.97872405422228
nano,no_cache,p2,9,1024,250.4197604394531,240.36164150000002,431.08851939999994,452.22954615,107.30833200354233,368.3790391153821
nano,no_cache,p2,11,128,206.59588969921876,196.65697450000002,336.35113325000003,354.71443229999994,104.54080043400832,36.77157460629939
nano,no_cache,p2,11,256,256.480651796875,230.38359450000002,536.9023684,553.2644599700001,154.92128528800575,192.05000433911678
nano,no_cache,p2,11,512,155.41497233398437,155.5360285,221.2918782,229.90266828,41.1913329567551,141.08528320941627
nano,no_cache,p2,11,1024,248.30515427734375,231.6449395,435.4197443,452.67807203,107.89452925170085,370.8757558178671
nano,no_cache,p2_L1152,17,512,2174.180006345703,2108.7517095000003,2792.3873647,2854.6649502299997,380.10700648823695,1294.6777591229438
nano,no_cache,p2_L1152,17,2048,1118.4116050385742,995.9658919999999,2182.47622555,2285.22834121,590.1778422987913,2006.1593960740952
nano,no_cache,p2_L768,5,512,1525.3962232265626,1409.987267,2132.605629,2186.46555368,365.1177636770635,1237.7495578956064
nano,no_cache,p2_L768,5,2048,788.4813229560547,670.821979,1640.4147739499992,1721.39510258,459.8672510229418,1552.396734750511
nano,no_cache,p3,13,128,208.3017818046875,206.8377195,341.019381,347.90662295,106.90665379700684,38.420400565830676
nano,no_cache,p3,13,256,257.8192757597656,210.986309,540.8093308499999,556.9078443599999,154.74394596860472,191.76857220595107
nano,no_cache,p3,13,512,155.10723233789062,153.09243750000002,221.69747769999998,230.66304708,42.06647252588213,144.8469572722903
nano,no_cache,p3,13,1024,249.2644264033203,238.3255795,431.93120505,452.59970777,108.39572137396682,372.2220484715599
nano,no_cache,p3,15,128,205.46145218359374,203.97927800000002,333.81293125,347.88924529999997,102.35190279016278,37.731711874565185
nano,no_cache,p3,15,256,256.86753955859376,214.02817449999998,526.6078484,543.58006298,152.115922730983,186.0756918489359
nano,no_cache,p3,15,512,155.733952546875,157.0387335,221.35889369999998,232.57846784,41.255865559944404,141.82950556615282
nano,no_cache,p3,15,1024,247.50359092285157,237.4652805,430.6597913,450.3028563,108.44451799853904,372.6489243982718
nano,no_cache,p3,17,128,205.9904499296875,194.1643115,339.7040405,349.5131217,104.88795965568626,45.687027820912036
nano,no_cache,p3,17,256,258.43597263671876,213.83806900000002,540.00156615,640.2581447599999,160.11918381642326,202.96425553225026
nano,no_cache,p3,17,512,155.98239426757812,153.346746,224.0292337,231.27002327,42.40243146805059,145.59725314342938
nano,no_cache,p3,17,1024,246.2280393876953,233.0785315,429.34316379999996,448.67587079,106.98831436986579,367.74314507841785
nano,no_cache,p3_L1152,21,512,2175.9144187109373,2091.0532974999996,2783.4729487,2859.18395363,378.3915149943664,1283.1978453087506
nano,no_cache,p3_L1152,21,2048,1118.7396236884765,1001.632837,2186.09198135,2262.27618274,589.1629250259639,2003.5178257635803
nano,no_cache,p3_L768,9,512,1523.5541185351562,1415.679514,2133.9005522,2212.93813177,366.65044698534166,1241.3830525143449
nano,no_cache,p3_L768,9,2048,789.3287415043945,668.9981769999999,1640.4759599499998,1709.62321488,459.4471564823167,1551.7072526638958
tau,kv_cache,p1,20,128,40.62818944140625,41.501942500000006,68.0051545,69.36949755,26.436440196060055,0.5263442763230441
tau,kv_cache,p1,20,256,40.400804251953126,40.794927,68.0312944,71.69556442,26.431119187495593,0.6620195708400455
tau,kv_cache,p1,20,512,14.882192244140626,15.012811,16.41011125,17.011332319999998,1.0580132943319283,2.034788241082159
tau,kv_cache,p1,20,1024,15.748221325195313,15.955053,17.7430086,18.21345852,1.358122067304183,2.8088899570274015
tau,kv_cache,p1,22,128,40.5355436328125,39.953823,68.06839775,70.64843455,26.340648806802328,-0.34620478447167385
tau,kv_cache,p1,22,256,40.551074275390626,40.777266499999996,68.6845511,69.48974665,26.996925372095088,2.3331151994964467
tau,kv_cache,p1,22,512,14.219178591796876,14.1893455,15.68840545,16.34647267,0.8969847295310442,0.8043756386628762
tau,kv_cache,p1,22,1024,14.983152388671876,14.8270145,17.040792399999997,18.98721088,1.1586777194565367,1.1641288428352887
tau,kv_cache,p1,24,128,39.6050720703125,40.1229615,67.58135625,68.42646644999999,26.309289884852163,-0.2076578377586323
tau,kv_cache,p1,24,256,40.80267055859375,40.5679635,68.7507297,69.97458237,26.526406100381653,2.9313803213550162
tau,kv_cache,p1,24,512,14.720038837890625,14.82539,16.63013015,16.902479449999998,1.3634930359499167,1.9295985141163416
tau,kv_cache,p1,24,1024,16.0245222265625,15.8714935,18.2222407,18.9878911,1.1985406040875959,1.2391227556026068
tau,kv_cache,p1_L1152,16,512,158.85090401171874,158.95032,165.6199446,166.69633945,4.232541818631244,13.12691345944759
tau,kv_cache,p1_L1152,16,2048,22.554131450683595,22.6153645,27.88800645,28.78892524,3.5227040318197567,11.591752343576035
tau,kv_cache,p1_L768,4,512,152.62470669921876,152.821945,157.16847280000002,159.7138139,3.0337214817870235,7.762884936771186
tau,kv_cache,p1_L768,4,2048,20.754796739257813,20.012071,26.16166015,27.00238451,3.1969505002292764,10.166300857674809
tau,kv_cache,p2,26,128,40.48273834765625,40.727227,68.08916525000001,69.4232648,26.368951330525963,0.8365232882256232
